epoch,loss
0,4834.32
1,4812.99
2,3294.2
3,3108.02
4,3076.64
5,3017.03
6,2856.71
7,2858.02
8,2577.49
9,2559.7
10,2363.83
11,2355.29
12,2253.97
13,2238.59
14,2127.65
15,1846.51
16,1801.51
17,1788.27
18,1776.39
19,1670.12
20,1642.72
21,1575.65
22,1542.09
23,1534.64
24,1249.55
25,1231.01
26,1115
27,1115
28,893.274
29,792.608
30,760.329
31,745.734
32,744.16
33,709.348
34,707.614
35,707.193
36,704.554
37,643.145
38,643.085
39,399.705
40,399.13
41,377.161
42,308.366
43,307.43
44,236.689
45,220.226
46,205.412
47,205.356
48,205.278
49,160.628
50,159.737
51,156.878
52,147.642
53,146.052
54,139.754
55,130.46
56,130.227
57,123.937
58,80.5557
59,76.617
60,74.7564
61,72.1501
62,71.4561
63,62.691
64,40.1369
65,40.092
66,36.5735
67,36.5954
68,32.7983
69,32.842
70,32.6651
71,30.5937
72,30.6023
73,30.5965
74,30.539
75,23.1558
76,21.2695
77,18.4485
78,18.0871
79,17.9195
80,16.3241
81,15.8177
82,15.6758
83,15.2535
84,12.831
85,12.8209
86,12.6509
87,12.6401
88,12.6486
89,11.6978
90,9.02471
91,9.03051
92,8.62951
93,8.54377
94,8.53658
95,8.40455
96,8.42093
97,8.33775
98,7.71933
99,6.87233
100,6.85756
101,6.50987
102,6.50349
103,6.16762
104,6.17211
105,6.12366
106,6.11955
107,6.12688
108,5.94425
109,5.57505
110,5.54714
111,5.5386
112,5.48705
113,5.20049
114,5.14985
115,4.91048
116,4.92604
117,4.53651
118,4.53654
119,4.3564
120,4.34196
121,4.31328
122,4.28226
123,4.25074
124,3.79765
125,3.15417
126,3.15218
127,3.16416
128,3.17019
129,3.18463
130,3.16248
131,2.96305
132,2.92329
133,2.9235
134,2.93683
135,2.67669
136,2.4229
137,2.45692
138,2.39563
139,2.32129
140,2.32714
141,2.28831
142,2.2262
143,2.20678
144,2.20303
145,2.07543
146,1.90312
147,1.66449
148,1.66042
149,1.52349
150,1.54575
151,1.50776
152,1.46904
153,1.46457
154,1.45417
155,1.45724
156,1.45061
157,1.45063
158,1.34409
159,1.3385
160,1.33543
161,1.33596
162,1.23213
163,1.24341
164,1.22544
165,1.24119
166,1.2399
167,1.23418
168,1.24948
169,1.27618
170,1.24629
171,1.24622
172,1.25285
173,1.25194
174,1.22175
175,1.21805
176,1.24051
177,1.24205
178,1.21091
179,1.18031
180,1.17145
181,1.17091
182,1.13186
183,1.09363
184,1.11088
185,1.11727
186,1.13267
187,1.12065
188,1.1245
189,1.12626
190,1.0949
191,1.09432
192,1.06728
193,1.06687
194,1.10456
195,1.13251
196,1.11602
197,1.11632
198,1.11254
199,1.13306
200,1.14693
201,1.19098
202,1.19202
203,1.21139
204,1.21939
205,1.21532
206,1.21522
207,1.21522
208,1.16157
209,1.15494
210,1.15518
211,1.15604
212,1.16633
213,1.15233
214,1.1577
215,1.15231
216,1.1568
217,1.14769
218,1.14359
219,1.08346
220,1.06748
221,1.08933
222,1.10645
223,1.11333
224,1.11564
225,1.13942
226,1.12503
227,1.13417
228,1.13173
229,1.12825
230,1.11015
231,1.1108
232,1.107
233,1.11275
234,1.11496
235,1.10923
236,1.1178
237,1.11791
238,1.10808
239,1.11565
240,1.12578
241,1.16459
242,1.16971
243,1.12622
244,1.10404
245,1.09883
246,1.09741
247,1.09573
248,1.11471
249,1.11202
250,1.1108
251,1.08887
252,1.13354
253,1.13644
254,1.03439
255,0.996551
256,0.996575
257,0.988675
258,0.974888
259,0.979975
260,1.01716
261,1.05667
262,1.0639
263,1.06378
264,1.01044
265,0.982229
266,1.02726
267,1.01126
268,0.994044
269,0.992902
270,1.02264
271,1.01079
272,1.01486
273,1.01328
274,1.03844
275,1.15853
276,1.15637
277,1.16233
278,1.12197
279,1.13017
280,1.14072
281,1.12934
282,1.12572
283,1.11787
284,1.11216
285,1.10381
286,1.11682
287,1.09965
288,1.10132
289,1.07245
290,1.04886
291,1.05311
292,1.04707
293,1.03428
294,1.03437
295,1.01855
296,1.01963
297,0.993754
298,0.993357
299,0.99309
300,1.01376
301,0.988611
302,1.00692
303,1.00938
304,0.999016
305,1.0017
306,1.04496
307,1.05836
308,1.03886
309,1.03021
310,1.05437
311,1.05623
312,1.1234
313,1.12321
314,1.12414
315,1.15457
316,1.16714
317,1.16472
318,1.09681
319,1.14556
320,1.11743
321,1.11525
322,1.11417
323,1.06921
324,1.03123
325,1.04404
326,1.02452
327,1.02386
328,1.02384
329,1.03778
330,1.05149
331,1.02408
332,1.05775
333,1.06038
334,1.00533
335,0.992413
336,0.992237
337,0.98896
338,0.998543
339,0.999222
340,0.986917
341,0.98689
342,0.93744
343,0.954072
344,0.929384
345,0.941815
346,0.942078
347,0.91024
348,0.90434
349,0.88908
350,0.889817
351,0.888281
352,0.882214
353,0.887252
354,0.893834
355,0.88678
356,0.883947
357,0.88293
358,0.888486
359,0.905941
360,0.903688
361,0.903637
362,0.901429
363,0.917762
364,0.918039
365,0.923155
366,0.900038
367,0.898031
368,0.937776
369,0.941683
370,0.956591
371,0.966003
372,0.966508
373,0.970081
374,0.958188
375,0.946099
376,0.933843
377,0.934864
378,0.927894
379,0.947141
380,0.944588
381,0.94457
382,0.957477
383,0.973157
384,0.993045
385,0.972621
386,0.988343
387,0.99287
388,0.993617
389,0.989904
390,0.928611
391,0.931133
392,0.918397
393,0.929385
394,0.956264
395,0.930918
396,0.92694
397,0.913351
398,0.889895
399,0.864903
400,0.855779
401,0.860878
402,0.861141
403,0.85453
404,0.856947
405,0.858585
406,0.858025
407,0.861322
408,0.858149
409,0.845377
410,0.84135
411,0.842866
412,0.838877
413,0.838317
414,0.836722
415,0.807796
416,0.805799
417,0.808662
418,0.800651
419,0.806385
420,0.827981
421,0.8272
422,0.823435
423,0.814415
424,0.816433
425,0.823719
426,0.830162
427,0.837159
428,0.825831
429,0.824109
430,0.825321
431,0.842786
432,0.836947
433,0.857034
434,0.833171
435,0.828318
436,0.833433
437,0.843083
438,0.850423
439,0.839659
440,0.838017
441,0.833636
442,0.828802
443,0.822267
444,0.82195
445,0.828549
446,0.853063
447,0.850419
448,0.871174
449,0.903873
450,0.900738
451,0.895306
452,0.868629
453,0.866982
454,0.87315
455,0.87133
456,0.912871
457,0.90988
458,0.903972
459,0.898474
460,0.848156
461,0.847955
462,0.84781
463,0.810415
464,0.809962
465,0.818514
466,0.812
467,0.799968
468,0.796758
469,0.79773
470,0.806141
471,0.810666
472,0.813793
473,0.817339
474,0.815696
475,0.809276
476,0.809303
477,0.809941
478,0.811573
479,0.80792
480,0.806716
481,0.80653
482,0.817466
483,0.806136
484,0.800895
485,0.802744
486,0.79117
487,0.81819
488,0.827241
489,0.826481
490,0.842978
491,0.84246
492,0.829573
493,0.824876
494,0.799682
495,0.801633
496,0.800982
497,0.793033
498,0.788351
499,0.786672
500,0.776561
501,0.784007
502,0.78441
503,0.759524
504,0.759729
505,0.762164
506,0.764835
507,0.793147
508,0.823599
509,0.822306
510,0.829944
511,0.840204
512,0.839331
513,0.819535
514,0.822363
515,0.837271
516,0.846772
517,0.85083
518,0.898815
519,0.85799
520,0.856455
521,0.903766
522,0.896125
523,0.890269
524,0.884661
525,0.870571
526,0.880497
527,0.875781
528,0.874022
529,0.884976
530,0.893348
531,0.897577
532,0.879997
533,0.901421
534,0.918115
535,0.853763
536,0.853508
537,0.854665
538,0.855845
539,0.854769
540,0.873653
541,0.867786
542,0.865779
543,0.868909
544,0.868975
545,0.868381
546,0.902189
547,0.921693
548,0.862802
549,0.862909
550,0.882679
551,0.886064
552,0.857734
553,0.864241
554,0.84282
555,0.836002
556,0.835528
557,0.81209
558,0.845499
559,0.867954
560,0.916312
561,0.921233
562,0.899708
563,0.907885
564,0.876524
565,0.881175
566,0.891971
567,0.862249
568,0.854681
569,0.885642
570,0.893831
571,0.801727
572,0.82776
573,0.828179
574,0.822473
575,0.826186
576,0.817294
577,0.816776
578,0.822769
579,0.826486
580,0.828316
581,0.855245
582,0.850475
583,0.836255
584,0.890069
585,0.91647
586,0.914879
587,0.909842
588,0.972705
589,0.968503
590,0.963988
591,0.976125
592,1.00921
593,0.995213
594,0.989013
595,0.986972
596,1.02797
597,0.912311
598,0.958447
599,0.9616
600,0.960451
601,0.94513
602,0.875075
603,0.849883
604,0.852394
605,0.837773
606,0.812209
607,0.786861
608,0.780075
609,0.778241
610,0.792296
611,0.790702
612,0.809419
613,0.809952
614,0.804045
615,0.795157
616,0.813645
617,0.817314
618,0.810112
619,0.809332
620,0.804345
621,0.811288
622,0.811727
623,0.820125
624,0.820385
625,0.849795
626,0.829694
627,0.800967
628,0.805001
629,0.805593
630,0.795419
631,0.768687
632,0.767975
633,0.770967
634,0.745123
635,0.754657
636,0.749472
637,0.749623
638,0.749566
639,0.749723
640,0.741763
641,0.742731
642,0.796881
643,0.813606
644,0.812269
645,0.842439
646,0.839249
647,0.8165
648,0.814437
649,0.815182
650,0.835281
651,0.857308
652,0.857936
653,0.860663
654,0.807177
655,0.796593
656,0.791766
657,0.779086
658,0.787851
659,0.788833
660,0.789079
661,0.796004
662,0.794665
663,0.804965
664,0.807313
665,0.794406
666,0.811455
667,0.810665
668,0.808238
669,0.810379
670,0.863669
671,0.903545
672,0.90337
673,0.84847
674,0.875875
675,0.882188
676,0.872323
677,0.864438
678,0.856836
679,0.832379
680,0.831734
681,0.825547
682,0.74469
683,0.740174
684,0.73993
685,0.731407
686,0.740373
687,0.725226
688,0.735647
689,0.739044
690,0.743513
691,0.745793
692,0.742885
693,0.749815
694,0.750532
695,0.750073
696,0.755736
697,0.755236
698,0.758632
699,0.75866
700,0.805129
701,0.827209
702,0.826724
703,0.79742
704,0.790872
705,0.79135
706,0.787415
707,0.78952
708,0.788078
709,0.755317
710,0.756635
711,0.765089
712,0.765877
713,0.7627
714,0.76293
715,0.730901
716,0.731474
717,0.745071
718,0.748065
719,0.747066
720,0.74246
721,0.738476
722,0.733073
723,0.741248
724,0.74135
725,0.742561
726,0.721137
727,0.724264
728,0.726912
729,0.72844
730,0.714317
731,0.719211
732,0.710282
733,0.709994
734,0.706191
735,0.696493
736,0.701194
737,0.713129
738,0.71462
739,0.714325
740,0.715694
741,0.716304
742,0.725326
743,0.726826
744,0.720433
745,0.724685
746,0.721503
747,0.711998
748,0.712255
749,0.712776
750,0.7052
751,0.709323
752,0.711228
753,0.712212
754,0.704948
755,0.683932
756,0.691716
757,0.710871
758,0.734777
759,0.727073
760,0.72977
761,0.725369
762,0.722734
763,0.713656
764,0.710278
765,0.703676
766,0.688117
767,0.688557
768,0.69334
769,0.693745
770,0.693717
771,0.694722
772,0.692902
773,0.693102
774,0.697259
775,0.68547
776,0.682842
777,0.680221
778,0.672987
779,0.666957
780,0.665737
781,0.675087
782,0.674846
783,0.678136
784,0.684284
785,0.679511
786,0.676525
787,0.665942
788,0.665581
789,0.676403
790,0.681376
791,0.679685
792,0.712214
793,0.710086
794,0.710341
795,0.731933
796,0.731791
797,0.735993
798,0.726407
799,0.721983
800,0.71377
801,0.722556
802,0.716215
803,0.710779
804,0.707329
805,0.701358
806,0.701359
807,0.743904
808,0.758505
809,0.753283
810,0.730906
811,0.740585
812,0.740379
813,0.741172
814,0.739149
815,0.746556
816,0.755932
817,0.756935
818,0.769587
819,0.780966
820,0.801844
821,0.800008
822,0.800239
823,0.799553
824,0.808316
825,0.823559
826,0.805194
827,0.826718
828,0.835988
829,0.838099
830,0.789313
831,0.739748
832,0.747253
833,0.743654
834,0.734191
835,0.730012
836,0.728764
837,0.733829
838,0.765934
839,0.729674
840,0.727261
841,0.718284
842,0.724866
843,0.753379
844,0.76654
845,0.765392
846,0.786614
847,0.773322
848,0.774487
849,0.771108
850,0.765899
851,0.765058
852,0.757431
853,0.759278
854,0.758988
855,0.748925
856,0.743539
857,0.758149
858,0.7594
859,0.743548
860,0.743935
861,0.742485
862,0.738156
863,0.738234
864,0.760663
865,0.750055
866,0.765404
867,0.772018
868,0.777634
869,0.759744
870,0.756253
871,0.787672
872,0.779864
873,0.790852
874,0.771651
875,0.756791
876,0.747745
877,0.786436
878,0.794584
879,0.780538
880,0.808392
881,0.808245
882,0.801705
883,0.802308
884,0.795659
885,0.798014
886,0.788827
887,0.766999
888,0.762181
889,0.750029
890,0.749655
891,0.747225
892,0.708907
893,0.712521
894,0.733559
895,0.704104
896,0.72984
897,0.727413
898,0.726595
899,0.756206
900,0.758665
901,0.748285
902,0.738554
903,0.744626
904,0.737222
905,0.736643
906,0.730998
907,0.733707
908,0.723985
909,0.737014
910,0.770672
911,0.753177
912,0.797485
913,0.825262
914,0.819343
915,0.81856
916,0.814639
917,0.815474
918,0.816031
919,0.859731
920,0.766109
921,0.761014
922,0.782124
923,0.783451
924,0.782899
925,0.794586
926,0.795606
927,0.784601
928,0.784734
929,0.794288
930,0.802402
931,0.820269
932,0.782706
933,0.74635
934,0.73664
935,0.736494
936,0.718747
937,0.726335
938,0.723509
939,0.650469
940,0.663892
941,0.663949
942,0.664217
943,0.666586
944,0.665228
945,0.710426
946,0.686864
947,0.674927
948,0.674635
949,0.669874
950,0.667725
951,0.662265
952,0.674502
953,0.675765
954,0.691165
955,0.673337
956,0.67654
957,0.680603
958,0.680382
959,0.698789
960,0.694138
961,0.704172
962,0.702594
963,0.704994
964,0.71723
965,0.704141
966,0.713031
967,0.722501
968,0.719618
969,0.707219
970,0.683945
971,0.68377
972,0.688579
973,0.684741
974,0.687686
975,0.699639
976,0.703811
977,0.692645
978,0.681327
979,0.673303
980,0.660576
981,0.657174
982,0.639063
983,0.637252
984,0.637605
985,0.629625
986,0.641638
987,0.656204
988,0.649362
989,0.64905
990,0.653673
991,0.656024
992,0.638688
993,0.663047
994,0.670836
995,0.701074
996,0.699341
997,0.726108
998,0.701181
999,0.700764
1000,0.734107
1001,0.734967
1002,0.772669
1003,0.790975
1004,0.82372
1005,0.823237
1006,0.820477
1007,0.818945
1008,0.812836
1009,0.840152
1010,0.848373
1011,0.830822
1012,0.8281
1013,0.845025
1014,0.827711
1015,0.876467
1016,0.859428
1017,0.84641
1018,0.803227
1019,0.807927
1020,0.797088
1021,0.802553
1022,0.747522
1023,0.745369
1024,0.747563
1025,0.723086
1026,0.714488
1027,0.716948
1028,0.708311
1029,0.738317
1030,0.738655
1031,0.742744
1032,0.752901
1033,0.691306
1034,0.69996
1035,0.697835
1036,0.694106
1037,0.697613
1038,0.69729
1039,0.703702
1040,0.707809
1041,0.706654
1042,0.706715
1043,0.714929
1044,0.712806
1045,0.718467
1046,0.724765
1047,0.698676
1048,0.705696
1049,0.68789
1050,0.686801
1051,0.694592
1052,0.701615
1053,0.676933
1054,0.678599
1055,0.67505
1056,0.675205
1057,0.685575
1058,0.693509
1059,0.705733
1060,0.721376
1061,0.722891
1062,0.716405
1063,0.718878
1064,0.72641
1065,0.721062
1066,0.720171
1067,0.7194
1068,0.725139
1069,0.704255
1070,0.702029
1071,0.706852
1072,0.708486
1073,0.711293
1074,0.711038
1075,0.71794
1076,0.722519
1077,0.699485
1078,0.693066
1079,0.708712
1080,0.701019
1081,0.699632
1082,0.692505
1083,0.694749
1084,0.655125
1085,0.66452
1086,0.681249
1087,0.668341
1088,0.667434
1089,0.690652
1090,0.68857
1091,0.68504
1092,0.694141
1093,0.70488
1094,0.6937
1095,0.712279
1096,0.719097
1097,0.656785
1098,0.657055
1099,0.682937
1100,0.662754
1101,0.682556
1102,0.679119
1103,0.671078
1104,0.663915
1105,0.660227
1106,0.660211
1107,0.652691
1108,0.711789
1109,0.708862
1110,0.699309
1111,0.696355
1112,0.675453
1113,0.674815
1114,0.696195
1115,0.68141
1116,0.681102
1117,0.700045
1118,0.689767
1119,0.676904
1120,0.670515
1121,0.664739
1122,0.661527
1123,0.662369
1124,0.659927
1125,0.658435
1126,0.658472
1127,0.658406
1128,0.682887
1129,0.688138
1130,0.665117
1131,0.669905
1132,0.644282
1133,0.66014
1134,0.655054
1135,0.624334
1136,0.629882
1137,0.631679
1138,0.629227
1139,0.631084
1140,0.606785
1141,0.602744
1142,0.610683
1143,0.626993
1144,0.628388
1145,0.628546
1146,0.6294
1147,0.604826
1148,0.621361
1149,0.626996
1150,0.647405
1151,0.64911
1152,0.650677
1153,0.652162
1154,0.655487
1155,0.648673
1156,0.654535
1157,0.657342
1158,0.653435
1159,0.658324
1160,0.663359
1161,0.663358
1162,0.66113
1163,0.63159
1164,0.637305
1165,0.623177
1166,0.621639
1167,0.623329
1168,0.620636
1169,0.612079
1170,0.611745
1171,0.601517
1172,0.619024
1173,0.643235
1174,0.632722
1175,0.630989
1176,0.624871
1177,0.624847
1178,0.645931
1179,0.644985
1180,0.645036
1181,0.646067
1182,0.657538
1183,0.641255
1184,0.644213
1185,0.62985
1186,0.610272
1187,0.608763
1188,0.614456
1189,0.613502
1190,0.602082
1191,0.599719
1192,0.629704
1193,0.611489
1194,0.620494
1195,0.618362
1196,0.629966
1197,0.610343
1198,0.585994
1199,0.585585
1200,0.589959
1201,0.611463
1202,0.615573
1203,0.625265
1204,0.622152
1205,0.636233
1206,0.637838
1207,0.639518
1208,0.639606
1209,0.640702
1210,0.666171
1211,0.679228
1212,0.692109
1213,0.69915
1214,0.726741
1215,0.726926
1216,0.755807
1217,0.772322
1218,0.774087
1219,0.721995
1220,0.727729
1221,0.728006
1222,0.752007
1223,0.751039
1224,0.742994
1225,0.729779
1226,0.731932
1227,0.737099
1228,0.73669
1229,0.731777
1230,0.725125
1231,0.72361
1232,0.667435
1233,0.662062
1234,0.651047
1235,0.673835
1236,0.660098
1237,0.662897
1238,0.661491
1239,0.662239
1240,0.672714
1241,0.695694
1242,0.710216
1243,0.724539
1244,0.740606
1245,0.744334
1246,0.74893
1247,0.73397
1248,0.721991
1249,0.735728
1250,0.691612
1251,0.679561
1252,0.677122
1253,0.67627
1254,0.666149
1255,0.669301
1256,0.667785
1257,0.66114
1258,0.661729
1259,0.662217
1260,0.655604
1261,0.673372
1262,0.674139
1263,0.67607
1264,0.67731
1265,0.67722
1266,0.680933
1267,0.689605
1268,0.692069
1269,0.69639
1270,0.721883
1271,0.691905
1272,0.689206
1273,0.688597
1274,0.645801
1275,0.612896
1276,0.621805
1277,0.637697
1278,0.64186
1279,0.649649
1280,0.678359
1281,0.694566
1282,0.666238
1283,0.647294
1284,0.64965
1285,0.654862
1286,0.650196
1287,0.648542
1288,0.627697
1289,0.62998
1290,0.63399
1291,0.639755
1292,0.633334
1293,0.614904
1294,0.616945
1295,0.598309
1296,0.602276
1297,0.608612
1298,0.603737
1299,0.616447
1300,0.615128
1301,0.62482
1302,0.61058
1303,0.61539
1304,0.623629
1305,0.623497
1306,0.611103
1307,0.60801
1308,0.607551
1309,0.604352
1310,0.605766
1311,0.608125
1312,0.608291
1313,0.60484
1314,0.604212
1315,0.621052
1316,0.61953
1317,0.623368
1318,0.621931
1319,0.639588
1320,0.640087
1321,0.624706
1322,0.618164
1323,0.611137
1324,0.631105
1325,0.63754
1326,0.641882
1327,0.666125
1328,0.671271
1329,0.657847
1330,0.658213
1331,0.653391
1332,0.665459
1333,0.661337
1334,0.668152
1335,0.656365
1336,0.654638
1337,0.659424
1338,0.658811
1339,0.662438
1340,0.662269
1341,0.683906
1342,0.680284
1343,0.678475
1344,0.677266
1345,0.691125
1346,0.689282
1347,0.689413
1348,0.687764
1349,0.667043
1350,0.666998
1351,0.667621
1352,0.690199
1353,0.699897
1354,0.714911
1355,0.746516
1356,0.738419
1357,0.743795
1358,0.758089
1359,0.753634
1360,0.695316
1361,0.680292
1362,0.688044
1363,0.688151
1364,0.708763
1365,0.71554
1366,0.703118
1367,0.654974
1368,0.656075
1369,0.658509
1370,0.658474
1371,0.637587
1372,0.639707
1373,0.629171
1374,0.643639
1375,0.641273
1376,0.638091
1377,0.641774
1378,0.630671
1379,0.630227
1380,0.632446
1381,0.640551
1382,0.6562
1383,0.680073
1384,0.644604
1385,0.637368
1386,0.637772
1387,0.641983
1388,0.64091
1389,0.640441
1390,0.633156
1391,0.635215
1392,0.651707
1393,0.647044
1394,0.651375
1395,0.634618
1396,0.636855
1397,0.676382
1398,0.680719
1399,0.668561
1400,0.664638
1401,0.640536
1402,0.643514
1403,0.639223
1404,0.639436
1405,0.621566
1406,0.641383
1407,0.636319
1408,0.650176
1409,0.634422
1410,0.597295
1411,0.594784
1412,0.62598
1413,0.621006
1414,0.614363
1415,0.621828
1416,0.598795
1417,0.585054
1418,0.607142
1419,0.601774
1420,0.596457
1421,0.59991
1422,0.60869
1423,0.603353
1424,0.59968
1425,0.622307
1426,0.633188
1427,0.634594
1428,0.646154
1429,0.643834
1430,0.641947
1431,0.647815
1432,0.655381
1433,0.656586
1434,0.656766
1435,0.663726
1436,0.672569
1437,0.673773
1438,0.666942
1439,0.663066
1440,0.663389
1441,0.649566
1442,0.651871
1443,0.653297
1444,0.626484
1445,0.626364
1446,0.62648
1447,0.625572
1448,0.611728
1449,0.597143
1450,0.597825
1451,0.602218
1452,0.602302
1453,0.611828
1454,0.600987
1455,0.602478
1456,0.608674
1457,0.601626
1458,0.620707
1459,0.618799
1460,0.621266
1461,0.634112
1462,0.637137
1463,0.63409
1464,0.627061
1465,0.623668
1466,0.583478
1467,0.593748
1468,0.592437
1469,0.593177
1470,0.615573
1471,0.622531
1472,0.621428
1473,0.614656
1474,0.610464
1475,0.589934
1476,0.57663
1477,0.60007
1478,0.600017
1479,0.5897
1480,0.588675
1481,0.588597
1482,0.588732
1483,0.59186
1484,0.605087
1485,0.611691
1486,0.611752
1487,0.602556
1488,0.612096
1489,0.610562
1490,0.627168
1491,0.646021
1492,0.650897
1493,0.64574
1494,0.645877
1495,0.64591
1496,0.650292
1497,0.657653
1498,0.652235
1499,0.647421
1500,0.624641
1501,0.627647
1502,0.615743
1503,0.616123
1504,0.614612
1505,0.598923
1506,0.593689
1507,0.612556
1508,0.61751
1509,0.629768
1510,0.628334
1511,0.624722
1512,0.64535
1513,0.627084
1514,0.611734
1515,0.611294
1516,0.615443
1517,0.625809
1518,0.604639
1519,0.605314
1520,0.587147
1521,0.581288
1522,0.572654
1523,0.56288
1524,0.595109
1525,0.602621
1526,0.602188
1527,0.614542
1528,0.60887
1529,0.621254
1530,0.599394
1531,0.600251
1532,0.602846
1533,0.601908
1534,0.673569
1535,0.667273
1536,0.655145
1537,0.657452
1538,0.599742
1539,0.593097
1540,0.593096
1541,0.605345
1542,0.60796
1543,0.604643
1544,0.602229
1545,0.613848
1546,0.669787
1547,0.671595
1548,0.632947
1549,0.632541
1550,0.604511
1551,0.610578
1552,0.599426
1553,0.594054
1554,0.560746
1555,0.558447
1556,0.558454
1557,0.565343
1558,0.5642
1559,0.563793
1560,0.571307
1561,0.567406
1562,0.568577
1563,0.569683
1564,0.5715
1565,0.568585
1566,0.566449
1567,0.569084
1568,0.572096
1569,0.564201
1570,0.561221
1571,0.564581
1572,0.552824
1573,0.556223
1574,0.55917
1575,0.563309
1576,0.567335
1577,0.566964
1578,0.559491
1579,0.560368
1580,0.567151
1581,0.581331
1582,0.579692
1583,0.581509
1584,0.576565
1585,0.578174
1586,0.579225
1587,0.579012
1588,0.572812
1589,0.571083
1590,0.570305
1591,0.607111
1592,0.605112
1593,0.600507
1594,0.618623
1595,0.608501
1596,0.644511
1597,0.642947
1598,0.644443
1599,0.646064
1600,0.645881
1601,0.644789
1602,0.645128
1603,0.642034
1604,0.636467
1605,0.606439
1606,0.61791
1607,0.618636
1608,0.647309
1609,0.656445
1610,0.653981
1611,0.653968
1612,0.649766
1613,0.650701
1614,0.617787
1615,0.641188
1616,0.642955
1617,0.640825
1618,0.639786
1619,0.637146
1620,0.61985
1621,0.608834
1622,0.61136
1623,0.60594
1624,0.598704
1625,0.601785
1626,0.610033
1627,0.738494
1628,0.738424
1629,0.704049
1630,0.708455
1631,0.726337
1632,0.733006
1633,0.710976
1634,0.707232
1635,0.715638
1636,0.731163
1637,0.728695
1638,0.70883
1639,0.691946
1640,0.666571
1641,0.677326
1642,0.674392
1643,0.651595
1644,0.65302
1645,0.653477
1646,0.653546
1647,0.658819
1648,0.652107
1649,0.64231
1650,0.635551
1651,0.635338
1652,0.623318
1653,0.62291
1654,0.625214
1655,0.627945
1656,0.62946
1657,0.671736
1658,0.717237
1659,0.681222
1660,0.674705
1661,0.664015
1662,0.638029
1663,0.638061
1664,0.633886
1665,0.632065
1666,0.653213
1667,0.659736
1668,0.659103
1669,0.659681
1670,0.658676
1671,0.658364
1672,0.659102
1673,0.674218
1674,0.68988
1675,0.695125
1676,0.667899
1677,0.667168
1678,0.668019
1679,0.671853
1680,0.664881
1681,0.68624
1682,0.747643
1683,0.753685
1684,0.770913
1685,0.76458
1686,0.751929
1687,0.756916
1688,0.761127
1689,0.766137
1690,0.739492
1691,0.728839
1692,0.687325
1693,0.651633
1694,0.652014
1695,0.66397
1696,0.676303
1697,0.687842
1698,0.657275
1699,0.629073
1700,0.617177
1701,0.612373
1702,0.605886
1703,0.60737
1704,0.632137
1705,0.632283
1706,0.62856
1707,0.629814
1708,0.629908
1709,0.647779
1710,0.654396
1711,0.649498
1712,0.651603
1713,0.654171
1714,0.619438
1715,0.627575
1716,0.64308
1717,0.645941
1718,0.646106
1719,0.647035
1720,0.649447
1721,0.641223
1722,0.639609
1723,0.618733
1724,0.59383
1725,0.597178
1726,0.595241
1727,0.608299
1728,0.592131
1729,0.597701
1730,0.59783
1731,0.580569
1732,0.579521
1733,0.58065
1734,0.579035
